query_id,question,hotel_id,hotel_name,price_lkr,rating,star,travel_time_min,amenities,relevance
q23,high end five star properties,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q07,budget friendly hotels that are also easy to reach quickly,lp67286,Colombo Court Hotel & Spa,29509.78,4.5,4.0,3.2,Air Conditioning; 24h Front Desk,
q19,hotels rated at least 4.0,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q16,value for money hotels under 40000,lpa40ff,Hotel Nippon Colombo,17077.73,3.9,3.0,4.7,Air Conditioning; 24h Front Desk,
q10,affordable well located hotels with fast access under 35000,lp655a9e91,Zest Metropole,20622.39,4.3,4.0,7.5,Air Conditioning; 24h Front Desk,
q06,well rated hotels with good road access and stable ETA,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q47,4 star hotels under 70000 LKR,lp803e1,Galle Face Hotel,35944.22,4.5,4.0,4.0,Air Conditioning; 24h Front Desk,
q32,quick access hotels with low commute time,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q34,easily reachable hotels within 8 minutes drive,ChIJOZCsQWBZ4joR29AzAwfi6zk,Mandarina Colombo,,4.3,,4.4,Air Conditioning; 24h Front Desk; Hot Water,
q22,really well reviewed places to stay,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q38,hotels with a 24 hour front desk,lp6574b103,"Amari Colombo, Sri Lanka",39129.87,4.5,5.0,2.8,Air Conditioning; 24h Front Desk,
q06,well rated hotels with good road access and stable ETA,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q14,mid-range hotels between 30000 and 60000 LKR,ChIJB0RFo2NZ4joRum8BVRCF28g,Granbell Hotel Colombo,,4.5,,3.1,Air Conditioning; 24h Front Desk; Hot Water,
q03,top-rated hotels in Colombo with a rating above 4.5,lpb1537,Shangri-La Colombo,68269.97,4.7,5.0,8.3,Air Conditioning; 24h Front Desk,
q14,mid-range hotels between 30000 and 60000 LKR,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q31,hotels with a stable ETA under heavy traffic,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q32,quick access hotels with low commute time,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q08,highly rated mid-range hotels under 45000 LKR,ChIJtZJD3aVb4joROkc91MuElUk,Radisson Hotel Colombo,,4.5,,6.8,Hot Water; 24h Front Desk; Air Conditioning,
q29,hotels with reliable fast road access,lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q07,budget friendly hotels that are also easy to reach quickly,ChIJPUmFLhNZ4joRqBRIpk7g1Qk,Hilton Colombo,,4.6,,6.5,Air Conditioning; 24h Front Desk; Hot Water,
q33,hotels that are not stuck in congestion,ChIJG5Tx5xNZ4joRgaxNnUPfgqI,Oak Ray Colombo City Hotel,,4.7,,7.0,Air Conditioning; 24h Front Desk; Hot Water,
q34,easily reachable hotels within 8 minutes drive,lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q29,hotels with reliable fast road access,ChIJsXWHzh9Z4joR9sK4oqwEe1Y,Port View City Hotel,,4.2,,10.3,Air Conditioning; 24h Front Desk; Hot Water,
q32,quick access hotels with low commute time,lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q07,budget friendly hotels that are also easy to reach quickly,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q05,hotels with quick easy access and low travel time from the city,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q50,"best overall hotel: affordable, well rated and quick to reach",lp3ca7d,Ramada by Wyndham Colombo,29343.83,3.7,4.0,3.4,Air Conditioning; 24h Front Desk,
q33,hotels that are not stuck in congestion,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q04,luxury 5 star hotels in Colombo,lp1bc0d,Hilton Colombo Hotel,40872.49,4.2,5.0,6.4,Air Conditioning; 24h Front Desk,
q15,upscale hotels above 80000 rupees a night,ChIJB0RFo2NZ4joRum8BVRCF28g,Granbell Hotel Colombo,,4.5,,3.1,Air Conditioning; 24h Front Desk; Hot Water,
q20,excellent hotels with rating 4.4 or better,ChIJf5jjgiZZ4joRW1f6vCdi71U,C1 Colombo Fort,,4.4,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q49,"comfortable mid range hotel with good reviews, not too far out",lp6574b103,"Amari Colombo, Sri Lanka",39129.87,4.5,5.0,2.8,Air Conditioning; 24h Front Desk,
q16,value for money hotels under 40000,ChIJv1bUJj1Z4joRyDlJ1LITJZc,Cinnamon Lakeside Colombo,,4.6,,5.8,Air Conditioning; 24h Front Desk; Hot Water,
q25,decent hotels rated above 3.8,lpa40ff,Hotel Nippon Colombo,17077.73,3.9,3.0,4.7,Air Conditioning; 24h Front Desk,
q42,luxury 5 star hotels with quick city access,ChIJ2e3NszhZ4joRgMEx0M0swC8,Galle Face Hotel,,4.5,,4.0,Air Conditioning; 24h Front Desk; Hot Water,
q24,hotels that guests love,lpa2274,Mandarina Colombo,21540.46,4.3,5.0,4.3,Air Conditioning; 24h Front Desk,
q01,cheap budget hotels in Colombo under 25000 LKR a night,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q16,value for money hotels under 40000,lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q08,highly rated mid-range hotels under 45000 LKR,lp67286,Colombo Court Hotel & Spa,29509.78,4.5,4.0,3.2,Air Conditioning; 24h Front Desk,
q24,hotels that guests love,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q29,hotels with reliable fast road access,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q50,"best overall hotel: affordable, well rated and quick to reach",lp1bc0d,Hilton Colombo Hotel,40872.49,4.2,5.0,6.4,Air Conditioning; 24h Front Desk,
q45,good hotels under 60000 rated at least 4.4 with low travel time,ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q28,places with the shortest drive from the center,lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q34,easily reachable hotels within 8 minutes drive,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q08,highly rated mid-range hotels under 45000 LKR,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q08,highly rated mid-range hotels under 45000 LKR,lp33ddb,"Taj Samudra, Colombo",43096.77,4.5,5.0,4.0,Air Conditioning; 24h Front Desk,
q32,quick access hotels with low commute time,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q16,value for money hotels under 40000,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q22,really well reviewed places to stay,lp655a9e91,Zest Metropole,20622.39,4.3,4.0,7.5,Air Conditioning; 24h Front Desk,
q39,affordable hotels under 30000 rated above 4,lpa2274,Mandarina Colombo,21540.46,4.3,5.0,4.3,Air Conditioning; 24h Front Desk,
q26,premium 5 star hotels rated over 4.5,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q14,mid-range hotels between 30000 and 60000 LKR,lp803e1,Galle Face Hotel,35944.22,4.5,4.0,4.0,Air Conditioning; 24h Front Desk,
q41,budget hotels below 25000 that are easy to reach,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q42,luxury 5 star hotels with quick city access,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q04,luxury 5 star hotels in Colombo,lp3e58e,The Kingsbury Colombo,35050.54,4.2,5.0,5.4,Air Conditioning; 24h Front Desk,
q29,hotels with reliable fast road access,lpa2274,Mandarina Colombo,21540.46,4.3,5.0,4.3,Air Conditioning; 24h Front Desk,
q03,top-rated hotels in Colombo with a rating above 4.5,lp76eba,Radisson Hotel Colombo,27044.21,4.2,4.0,6.8,Air Conditioning; 24h Front Desk,
q09,premium high quality hotels rated 4.6 or higher,lp6575aad2,Cinnamon Life at City of Dreams,70897.14,4.6,5.0,4.4,Air Conditioning; 24h Front Desk,
q33,hotels that are not stuck in congestion,lp655a9e91,Zest Metropole,20622.39,4.3,4.0,7.5,Air Conditioning; 24h Front Desk,
q27,hotels I can reach quickly even in traffic,ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q29,hotels with reliable fast road access,lp655a9e91,Zest Metropole,20622.39,4.3,4.0,7.5,Air Conditioning; 24h Front Desk,
q07,budget friendly hotels that are also easy to reach quickly,lp3ca7d,Ramada by Wyndham Colombo,29343.83,3.7,4.0,3.4,Air Conditioning; 24h Front Desk,
q18,hotels costing at most 50000 LKR,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q10,affordable well located hotels with fast access under 35000,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q25,decent hotels rated above 3.8,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q03,top-rated hotels in Colombo with a rating above 4.5,lp3e58e,The Kingsbury Colombo,35050.54,4.2,5.0,5.4,Air Conditioning; 24h Front Desk,
q35,hotels with air conditioning,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q14,mid-range hotels between 30000 and 60000 LKR,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q46,highly rated budget stays below 20000,ChIJf5jjgiZZ4joRW1f6vCdi71U,C1 Colombo Fort,,4.4,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q50,"best overall hotel: affordable, well rated and quick to reach",lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q26,premium 5 star hotels rated over 4.5,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q10,affordable well located hotels with fast access under 35000,ChIJB0RFo2NZ4joRum8BVRCF28g,Granbell Hotel Colombo,,4.5,,3.1,Air Conditioning; 24h Front Desk; Hot Water,
q20,excellent hotels with rating 4.4 or better,lp1c1ea,Cinnamon Grand Colombo,60548.32,4.7,5.0,4.5,Air Conditioning; 24h Front Desk,
q23,high end five star properties,ChIJIxlaBGlZ4joRCOu-FjV-KDs,Cinnamon Red Colombo,,4.4,,1.7,Air Conditioning; 24h Front Desk; Hot Water,
q39,affordable hotels under 30000 rated above 4,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q36,air conditioned hotels under 40000,lpa2274,Mandarina Colombo,21540.46,4.3,5.0,4.3,Air Conditioning; 24h Front Desk,
q23,high end five star properties,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q40,"top rated hotels with fast access, rating 4.3 or higher within 6 minutes",lpb1537,Shangri-La Colombo,68269.97,4.7,5.0,8.3,Air Conditioning; 24h Front Desk,
q49,"comfortable mid range hotel with good reviews, not too far out",ChIJ2f38AMNb4joR8DHB0F5ClVc,The Ocean Colombo,,4.1,,6.3,Hot Water; 24h Front Desk; Air Conditioning,
q17,cheapest possible accommodation in the city,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q42,luxury 5 star hotels with quick city access,ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q06,well rated hotels with good road access and stable ETA,lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q39,affordable hotels under 30000 rated above 4,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q22,really well reviewed places to stay,ChIJ-2jwaXRZ4joRijx-9hZDsUM,Jetwing Colombo Seven,,4.5,,5.0,Air Conditioning; 24h Front Desk; Hot Water,
q43,well rated air conditioned hotels,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q17,cheapest possible accommodation in the city,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q49,"comfortable mid range hotel with good reviews, not too far out",ChIJtZJD3aVb4joROkc91MuElUk,Radisson Hotel Colombo,,4.5,,6.8,Hot Water; 24h Front Desk; Air Conditioning,
q33,hotels that are not stuck in congestion,lp81760,The Steuart by Citrus,17299.52,4.2,4.0,5.4,Air Conditioning; 24h Front Desk,
q30,avoid traffic - hotels that are easy to get to,ChIJP8keRbhb4joRKlyNwAwMUdc,Green Palace Colombo,,3.6,,10.8,24h Front Desk; Air Conditioning; Hot Water,
q11,hotels below 20000 LKR per night,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q37,hotels with hot water,ChIJ2e3NszhZ4joRgMEx0M0swC8,Galle Face Hotel,,4.5,,4.0,Air Conditioning; 24h Front Desk; Hot Water,
q06,well rated hotels with good road access and stable ETA,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q29,hotels with reliable fast road access,lpb1537,Shangri-La Colombo,68269.97,4.7,5.0,8.3,Air Conditioning; 24h Front Desk,
q48,hotels above 4.5 rating with easy access,ChIJG5Tx5xNZ4joRgaxNnUPfgqI,Oak Ray Colombo City Hotel,,4.7,,7.0,Air Conditioning; 24h Front Desk; Hot Water,
q25,decent hotels rated above 3.8,lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q19,hotels rated at least 4.0,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,28927.59,4.2,4.0,7.1,Air Conditioning; 24h Front Desk,
q45,good hotels under 60000 rated at least 4.4 with low travel time,ChIJPUmFLhNZ4joRqBRIpk7g1Qk,Hilton Colombo,,4.6,,6.5,Air Conditioning; 24h Front Desk; Hot Water,
q49,"comfortable mid range hotel with good reviews, not too far out",lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q10,affordable well located hotels with fast access under 35000,ChIJG5Tx5xNZ4joRgaxNnUPfgqI,Oak Ray Colombo City Hotel,,4.7,,7.0,Air Conditioning; 24h Front Desk; Hot Water,
q13,stays that won't break the bank,lp73ace,The Ocean Colombo - Guaranteed Sea View Rooms,19909.49,3.9,4.0,6.4,24h Front Desk; Air Conditioning,
q30,avoid traffic - hotels that are easy to get to,lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q17,cheapest possible accommodation in the city,lpb1537,Shangri-La Colombo,68269.97,4.7,5.0,8.3,Air Conditioning; 24h Front Desk,
q29,hotels with reliable fast road access,lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q30,avoid traffic - hotels that are easy to get to,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q43,well rated air conditioned hotels,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q41,budget hotels below 25000 that are easy to reach,lp655a9e91,Zest Metropole,20622.39,4.3,4.0,7.5,Air Conditioning; 24h Front Desk,
q01,cheap budget hotels in Colombo under 25000 LKR a night,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q35,hotels with air conditioning,ChIJG5Tx5xNZ4joRgaxNnUPfgqI,Oak Ray Colombo City Hotel,,4.7,,7.0,Air Conditioning; 24h Front Desk; Hot Water,
q45,good hotels under 60000 rated at least 4.4 with low travel time,ChIJIxlaBGlZ4joRCOu-FjV-KDs,Cinnamon Red Colombo,,4.4,,1.7,Air Conditioning; 24h Front Desk; Hot Water,
q40,"top rated hotels with fast access, rating 4.3 or higher within 6 minutes",lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q16,value for money hotels under 40000,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q22,really well reviewed places to stay,lp1c1ea,Cinnamon Grand Colombo,60548.32,4.7,5.0,4.5,Air Conditioning; 24h Front Desk,
q35,hotels with air conditioning,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q49,"comfortable mid range hotel with good reviews, not too far out",lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q01,cheap budget hotels in Colombo under 25000 LKR a night,lp1bc0d,Hilton Colombo Hotel,40872.49,4.2,5.0,6.4,Air Conditioning; 24h Front Desk,
q13,stays that won't break the bank,ChIJtZJD3aVb4joROkc91MuElUk,Radisson Hotel Colombo,,4.5,,6.8,Hot Water; 24h Front Desk; Air Conditioning,
q41,budget hotels below 25000 that are easy to reach,ChIJ2e3NszhZ4joRgMEx0M0swC8,Galle Face Hotel,,4.5,,4.0,Air Conditioning; 24h Front Desk; Hot Water,
q34,easily reachable hotels within 8 minutes drive,lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q13,stays that won't break the bank,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q15,upscale hotels above 80000 rupees a night,ChIJIxlaBGlZ4joRCOu-FjV-KDs,Cinnamon Red Colombo,,4.4,,1.7,Air Conditioning; 24h Front Desk; Hot Water,
q37,hotels with hot water,ChIJDeMdNSRZ4joRymwzaUU7Zwk,Fairway Colombo,,4.2,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q30,avoid traffic - hotels that are easy to get to,lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q21,4 star or better hotels,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q30,avoid traffic - hotels that are easy to get to,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q01,cheap budget hotels in Colombo under 25000 LKR a night,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q03,top-rated hotels in Colombo with a rating above 4.5,lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q48,hotels above 4.5 rating with easy access,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q29,hotels with reliable fast road access,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q08,highly rated mid-range hotels under 45000 LKR,ChIJGdojdIZb4joRW--6quQ02HQ,Colombo Hotel,,4.4,,12.3,24h Front Desk; Air Conditioning; Hot Water,
q01,cheap budget hotels in Colombo under 25000 LKR a night,lp6e625,Hotel Janaki,13622.63,4.0,3.0,8.5,24h Front Desk; Air Conditioning,
q37,hotels with hot water,lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q22,really well reviewed places to stay,ChIJg5nQ7Ltb4joRV-2u4bOYJJo,Mirage Hotel Colombo,,4.0,,9.0,Hot Water; 24h Front Desk; Air Conditioning,
q01,cheap budget hotels in Colombo under 25000 LKR a night,ChIJN-exN95b4joRx1sC7LHuGdc,Seconds Colombo,,4.3,,11.2,24h Front Desk; Air Conditioning; Restaurant; Hot Water,
q41,budget hotels below 25000 that are easy to reach,ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q35,hotels with air conditioning,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q50,"best overall hotel: affordable, well rated and quick to reach",lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q46,highly rated budget stays below 20000,ChIJB0RFo2NZ4joRum8BVRCF28g,Granbell Hotel Colombo,,4.5,,3.1,Air Conditioning; 24h Front Desk; Hot Water,
q14,mid-range hotels between 30000 and 60000 LKR,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,28927.59,4.2,4.0,7.1,Air Conditioning; 24h Front Desk,
q06,well rated hotels with good road access and stable ETA,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q42,luxury 5 star hotels with quick city access,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q27,hotels I can reach quickly even in traffic,ChIJ2f38AMNb4joR8DHB0F5ClVc,The Ocean Colombo,,4.1,,6.3,Hot Water; 24h Front Desk; Air Conditioning,
q22,really well reviewed places to stay,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q36,air conditioned hotels under 40000,ChIJB0RFo2NZ4joRum8BVRCF28g,Granbell Hotel Colombo,,4.5,,3.1,Air Conditioning; 24h Front Desk; Hot Water,
q33,hotels that are not stuck in congestion,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q20,excellent hotels with rating 4.4 or better,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q37,hotels with hot water,ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q20,excellent hotels with rating 4.4 or better,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q35,hotels with air conditioning,lp3e58e,The Kingsbury Colombo,35050.54,4.2,5.0,5.4,Air Conditioning; 24h Front Desk,
q42,luxury 5 star hotels with quick city access,lpa2274,Mandarina Colombo,21540.46,4.3,5.0,4.3,Air Conditioning; 24h Front Desk,
q45,good hotels under 60000 rated at least 4.4 with low travel time,lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q23,high end five star properties,lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q22,really well reviewed places to stay,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q31,hotels with a stable ETA under heavy traffic,ChIJIxlaBGlZ4joRCOu-FjV-KDs,Cinnamon Red Colombo,,4.4,,1.7,Air Conditioning; 24h Front Desk; Hot Water,
q11,hotels below 20000 LKR per night,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q09,premium high quality hotels rated 4.6 or higher,lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q13,stays that won't break the bank,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q19,hotels rated at least 4.0,lp81760,The Steuart by Citrus,17299.52,4.2,4.0,5.4,Air Conditioning; 24h Front Desk,
q34,easily reachable hotels within 8 minutes drive,lp81760,The Steuart by Citrus,17299.52,4.2,4.0,5.4,Air Conditioning; 24h Front Desk,
q07,budget friendly hotels that are also easy to reach quickly,ChIJG5Tx5xNZ4joRgaxNnUPfgqI,Oak Ray Colombo City Hotel,,4.7,,7.0,Air Conditioning; 24h Front Desk; Hot Water,
q21,4 star or better hotels,lp6574b103,"Amari Colombo, Sri Lanka",39129.87,4.5,5.0,2.8,Air Conditioning; 24h Front Desk,
q30,avoid traffic - hotels that are easy to get to,lp1c1ea,Cinnamon Grand Colombo,60548.32,4.7,5.0,4.5,Air Conditioning; 24h Front Desk,
q42,luxury 5 star hotels with quick city access,ChIJDeMdNSRZ4joRymwzaUU7Zwk,Fairway Colombo,,4.2,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q31,hotels with a stable ETA under heavy traffic,lp72a36,Best Western Elyon Colombo,20398.22,4.2,4.0,12.8,Air Conditioning; 24h Front Desk,
q25,decent hotels rated above 3.8,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q24,hotels that guests love,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q07,budget friendly hotels that are also easy to reach quickly,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q32,quick access hotels with low commute time,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q29,hotels with reliable fast road access,ChIJDeMdNSRZ4joRymwzaUU7Zwk,Fairway Colombo,,4.2,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q02,very affordable hotels under 18000 rupees,ChIJ-2jwaXRZ4joRijx-9hZDsUM,Jetwing Colombo Seven,,4.5,,5.0,Air Conditioning; 24h Front Desk; Hot Water,
q01,cheap budget hotels in Colombo under 25000 LKR a night,ChIJ2e3NszhZ4joRgMEx0M0swC8,Galle Face Hotel,,4.5,,4.0,Air Conditioning; 24h Front Desk; Hot Water,
q41,budget hotels below 25000 that are easy to reach,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q41,budget hotels below 25000 that are easy to reach,lp81760,The Steuart by Citrus,17299.52,4.2,4.0,5.4,Air Conditioning; 24h Front Desk,
q07,budget friendly hotels that are also easy to reach quickly,lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q40,"top rated hotels with fast access, rating 4.3 or higher within 6 minutes",lp655a9e91,Zest Metropole,20622.39,4.3,4.0,7.5,Air Conditioning; 24h Front Desk,
q21,4 star or better hotels,lp73ace,The Ocean Colombo - Guaranteed Sea View Rooms,19909.49,3.9,4.0,6.4,24h Front Desk; Air Conditioning,
q19,hotels rated at least 4.0,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q42,luxury 5 star hotels with quick city access,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
